BILL_1,BILL_2,BILL_3,BILL_4,BILL_5,BILL_6,AGE,SEX,EDUCATION,MARRIAGE,RISK
8999,9042,10038,9784,9984,9780,21,Male,University,Single,LOW
51078,50649,36384,32913,9397,9755,60,Male,University,Single,HIGH
70124,71355,72962,58163,33358,16829,28,Male,University,Single,HIGH
49526,48304,27864,27033,27617,26761,48,Female,University,Married,HIGH
84196,74621,64930,58433,50859,40005,34,Male,University,Married,LOW
43870,42891,43582,44561,45592,46495,25,Female,Graduate School,Single,LOW
34218,35539,38246,37332,39702,38932,42,Female,Graduate School,Single,LOW
10208,8598,7100,9305,9805,5720,29,Male,Graduate School,Single,HIGH
23496,22820,23952,27052,28631,28037,58,Male,University,Others,HIGH
0,0,0,0,67052,0,64,Female,Graduate School,Married,HIGH
69011,69842,71857,66673,65200,65511,40,Male,University,Married,HIGH
15548,15009,17752,17172,18732,23389,32,Female,University,Married,LOW
95008,97088,98093,99578,101828,103986,34,Female,University,Married,LOW
46017,47188,46134,47063,50034,51063,41,Female,High School,Married,LOW
14064,12451,11176,6934,11203,7737,45,Female,High School,Married,LOW
181212,6021,154505,19653,26963,55533,48,Female,Graduate School,Others,HIGH
41414,42420,44234,45684,46653,47779,45,Male,University,Married,HIGH
49855,51099,51192,50895,19535,20093,26,Female,University,Married,HIGH
48924,48593,49459,50160,49244,50531,26,Male,Graduate School,Single,HIGH
49782,50858,51780,53647,53308,54366,24,Female,University,Single,HIGH
35285,36714,37356,38184,38724,37255,24,Female,University,Single,HIGH
56002,55557,54083,54601,55585,57027,51,Male,University,Married,LOW
149892,137990,136171,100508,102610,101682,60,Female,High School,Single,LOW
0,0,0,0,0,0,42,Female,High School,Married,HIGH
116183,116394,113245,48888,40241,49923,48,Female,University,Single,HIGH
185070,182566,178604,181878,182444,185250,30,Female,University,Single,HIGH
29772,17515,10483,4697,4793,4891,23,Male,Graduate School,Single,HIGH
191426,190339,148694,150872,149218,152598,29,Male,Graduate School,Single,HIGH
-109,-425,259,-57,127,-189,27,Male,Graduate School,Single,LOW
34384,35503,38931,38006,44357,43516,41,Male,Graduate School,Married,HIGH
11237,20978,12861,7888,7463,3192,33,Female,Graduate School,Single,LOW
5714,7870,342,-6,1252,0,50,Female,University,Single,HIGH
72269,75007,67150,44374,48974,35396,50,Male,University,Married,HIGH
83415,76562,64995,61464,44664,51550,27,Female,Graduate School,Single,HIGH
60762,58791,59529,55405,55904,52160,30,Male,Graduate School,Single,LOW
0,5215,0,0,0,0,27,Female,University,Married,HIGH
20285,20256,20539,19725,19836,12559,27,Male,University,Married,HIGH
296148,304249,383030,377145,370850,364365,33,Male,University,Married,HIGH
9028,-1868,-1868,-1868,-1868,-1868,30,Female,Graduate School,Single,LOW
50604,50913,43348,10122,9626,9828,26,Female,University,Married,LOW
38430,37537,38156,39581,36506,37893,36,Female,University,Married,LOW
5832,33559,32774,23113,19852,17308,25,Male,University,Single,HIGH
1210,820,64644,125984,106584,125557,28,Male,Graduate School,Single,LOW
6553,2752,10834,2016,3589,1569,27,Female,Graduate School,Single,HIGH
26991,30090,18104,19050,18783,8042,49,Male,University,Married,LOW
37896,40262,40370,39970,39970,0,48,Female,Others,Married,HIGH
15787,17486,17823,18495,18266,18631,22,Female,Graduate School,Single,HIGH
47479,46415,50351,49038,28661,30398,29,Male,High School,Married,HIGH
384979,276655,174060,172167,142135,152135,29,Female,Graduate School,Single,HIGH
13145,15549,21375,9312,23958,10825,39,Female,University,Married,HIGH
2500,2500,2500,2500,2500,2500,49,Male,Graduate School,Married,LOW
185738,187764,100526,94909,94804,94007,41,Female,High School,Married,LOW
48211,41670,42710,43399,44261,45188,28,Female,Graduate School,Single,HIGH
50845,48170,46987,45669,44510,43084,29,Male,University,Married,HIGH
10248,10783,12291,14666,14289,17525,24,Male,University,Single,LOW
38830,35866,30260,19187,19324,19192,47,Male,University,Married,HIGH
0,0,3614,714,0,0,49,Female,High School,Single,LOW
68658,68618,61208,50111,49207,50524,25,Female,High School,Single,HIGH
0,0,0,0,0,0,27,Female,Graduate School,Single,HIGH
72364,65094,30704,12383,143874,15081,36,Female,University,Married,HIGH
142428,144105,143952,142590,142650,142620,27,Female,Graduate School,Single,HIGH
47605,47553,47205,45686,43629,46909,28,Female,University,Single,HIGH
70798,69923,66375,63639,64973,66391,47,Female,High School,Married,LOW
123896,120452,129137,129956,130946,130814,47,Female,University,Married,LOW
194640,189976,189665,171669,167294,172042,37,Female,University,Married,HIGH
10644,12163,14147,13626,15194,16929,49,Male,High School,Married,HIGH
28489,28934,20558,29866,37587,15307,36,Female,Graduate School,Married,HIGH
1672,0,836,836,571,1735,48,Male,University,Married,HIGH
25366,27626,22034,16312,14614,0,25,Female,High School,Single,HIGH
219146,212111,206307,204787,195475,191626,32,Female,Graduate School,Single,HIGH
371724,359672,56033,31126,18345,12836,29,Female,University,Single,HIGH
18649,18066,19040,19446,20759,20241,27,Male,University,Single,HIGH
36022,12838,8605,5352,-5048,-5048,51,Female,University,Married,HIGH
9637,7251,8026,3878,3618,0,53,Male,High School,Married,HIGH
99777,99479,94028,14578,33254,16723,27,Male,Graduate School,Single,HIGH
3664,5770,10412,4578,5928,5619,35,Female,Graduate School,Married,LOW
28108,27228,24921,25945,20634,1600,23,Female,University,Married,HIGH
87289,81818,41268,31836,33559,10390,43,Female,University,Single,HIGH
1181,1545,2319,1856,4356,7026,29,Female,Graduate School,Single,HIGH
3518,1931,1630,7461,4124,1261,55,Female,Graduate School,Married,HIGH
1810,3388,-12,1081,1884,2089,38,Male,Graduate School,Single,HIGH
26054,25144,25775,18585,0,0,28,Male,University,Single,HIGH
60183,63035,70237,70228,67289,85008,40,Male,Graduate School,Married,HIGH
-974,-974,20363,770,0,6138,32,Female,Graduate School,Single,HIGH
10492,11913,13012,13789,14560,15025,47,Male,University,Married,LOW
21972,24612,16711,8549,7635,12258,23,Female,Graduate School,Single,HIGH
143225,142996,144415,148190,147993,131629,36,Female,University,Married,HIGH
110921,64600,58158,24856,704,1899,31,Male,Graduate School,Single,HIGH
42659,35552,31512,25361,26946,28492,54,Female,High School,Single,HIGH
134505,135624,129959,93360,90040,89873,28,Male,University,Single,LOW
8352,8078,7800,8672,8388,9248,22,Female,Graduate School,Single,HIGH
100184,99001,88214,90167,90682,92672,53,Female,High School,Single,HIGH
-330,-330,-330,-330,-330,-330,42,Female,University,Married,HIGH
150616,146262,149449,150893,153878,157324,32,Male,High School,Married,HIGH
35077,37557,29355,20046,14905,15075,35,Female,High School,Married,HIGH
800,18873,-150,150,21565,4818,34,Female,Graduate School,Married,LOW
28947,30072,30895,31589,32071,32709,31,Female,University,Single,LOW
494140,274198,214481,112222,33958,9684,45,Female,University,Married,HIGH
331365,338400,493,0,2030,2112,36,Male,Graduate School,Single,HIGH
18239,17963,18425,1183,2000,0,27,Male,Graduate School,Single,HIGH
59373,55040,54414,53504,53670,45539,28,Female,University,Single,HIGH
59121,57604,62635,64994,63827,67839,35,Male,University,Married,LOW
28205,3760,4148,2312,6909,4189,46,Female,Graduate School,Married,LOW
7162,8229,8290,0,390,780,32,Male,University,Married,HIGH
97544,99208,102946,103750,105818,98401,31,Female,University,Single,HIGH
155493,179071,42404,71493,13547,27710,35,Female,University,Married,HIGH
17062,19248,18181,18156,19102,17363,27,Male,University,Married,HIGH
21062,6495,2207,0,0,0,30,Male,University,Single,HIGH
18252,19650,19054,20285,19563,17899,24,Female,Graduate School,Single,LOW
576,3100,3629,6260,5990,6520,36,Male,High School,Single,LOW
35755,72000,0,0,0,0,44,Male,Graduate School,Married,HIGH
0,0,584,596,596,0,37,Female,Graduate School,Single,HIGH
113358,124745,121249,124237,132252,134925,41,Male,Graduate School,Married,LOW
52828,93362,46645,19114,19341,20047,40,Male,High School,Single,HIGH
30048,31049,32144,33157,33657,34359,56,Female,University,Married,LOW
1657,2277,4049,1665,559,0,58,Female,Graduate School,Married,HIGH
20042,108444,280478,143142,160442,98479,31,Female,Graduate School,Single,HIGH
75796,76004,67187,49924,33188,19826,24,Female,Graduate School,Single,HIGH
15798,16630,15687,38750,15802,15730,35,Male,Graduate School,Single,HIGH
144397,147924,26974,22710,37977,39347,51,Female,University,Married,LOW
2315,1990,801,1030,2030,763,53,Female,High School,Single,HIGH
50927,39883,32017,17630,9730,6400,48,Male,University,Married,LOW
210475,216513,196219,200117,204312,208373,36,Female,Graduate School,Married,HIGH
61510,62731,64047,65966,66671,68067,46,Female,High School,Married,HIGH
35991,35751,34639,32493,32001,33064,28,Male,University,Single,LOW
8178,9509,9110,6401,7084,5625,32,Female,High School,Married,HIGH
61687,59130,121486,22337,23358,13536,35,Female,University,Single,HIGH
66394,63650,7117,2898,5530,67010,42,Male,University,Married,HIGH
741,6339,3334,3086,6959,5404,49,Female,High School,Married,HIGH
10394,86115,77955,49955,47700,48689,28,Male,University,Single,HIGH
351828,280067,259651,243094,223907,216912,30,Female,Graduate School,Married,HIGH
204057,199262,211391,214343,215633,210876,32,Male,University,Married,LOW
0,225,5628,5540,16378,4850,33,Female,Graduate School,Married,HIGH
3382,4983,3396,1457,750,3091,27,Male,Graduate School,Single,HIGH
27058,28173,21159,20018,15761,12643,27,Female,Graduate School,Single,HIGH
0,581,581,581,581,581,42,Male,Graduate School,Married,LOW
167856,172145,178840,186168,166745,165582,38,Female,Graduate School,Single,HIGH
18338,20033,21687,22327,22816,23436,26,Male,Graduate School,Single,HIGH
49170,49446,36445,24788,24967,28652,53,Male,University,Others,HIGH
4561,6474,8353,13192,14871,11536,23,Female,University,Single,HIGH
2015,1403,2684,1149,715,1174,32,Female,University,Single,HIGH
393159,44917,52366,29995,22722,24479,25,Female,University,Single,HIGH
24453,23212,23964,24434,21340,5624,61,Female,High School,Others,HIGH
136431,135134,139178,139900,109665,108129,37,Female,Graduate School,Married,LOW
115497,114716,117212,112623,110178,108176,26,Male,University,Single,HIGH
2112,6000,2079,2710,2040,-55,50,Male,Graduate School,Married,HIGH
38609,41992,36607,38828,38325,39222,23,Female,University,Single,HIGH
63869,65212,66627,70652,69397,70842,28,Female,High School,Single,LOW
164210,159883,126712,87369,76552,78277,49,Female,University,Married,LOW
138375,138796,142280,142002,89035,94006,34,Female,High School,Married,HIGH
21333,25915,25036,21804,19228,18799,55,Female,High School,Married,HIGH
14043,13266,14340,15301,14916,15515,28,Male,High School,Single,HIGH
0,4835,2220,11303,9359,9041,39,Female,High School,Single,HIGH
213859,218094,225070,227528,121751,219354,33,Male,Graduate School,Married,LOW
79812,80717,80366,74782,47767,49278,46,Female,University,Single,HIGH
290137,294980,276255,241089,223366,207733,30,Male,Graduate School,Single,HIGH
27555,29798,31028,33544,35328,41835,47,Female,University,Married,HIGH
2345,3595,1537,360,0,785,41,Female,Graduate School,Single,LOW
9283,0,780,2220,0,0,29,Female,University,Single,HIGH
17253,161057,192054,20660,18242,15609,57,Male,High School,Married,HIGH
8722,9592,9289,10140,10417,10104,41,Male,University,Single,HIGH
1371,4068,0,0,0,980,36,Female,University,Single,HIGH
449,1340,0,0,0,0,30,Female,Graduate School,Single,HIGH
103135,99731,101945,82873,68587,65648,25,Female,Graduate School,Single,HIGH
34494,35930,37326,38203,39580,40920,46,Female,University,Married,HIGH
158629,162097,163567,163617,156554,156557,25,Female,University,Single,LOW
72674,74192,72464,76613,77908,76034,29,Female,University,Married,HIGH
0,0,0,0,0,0,36,Female,Graduate School,Married,LOW
162647,157533,153351,144086,118645,104652,70,Female,High School,Married,HIGH
2522,169,1261,1170,780,390,44,Male,High School,Married,HIGH
13768,17520,21218,40531,41630,51983,30,Female,University,Married,HIGH
0,0,0,0,0,0,33,Female,Graduate School,Married,HIGH
14394,35392,20000,0,0,0,37,Female,University,Single,HIGH
95549,98909,81181,48194,40692,18110,50,Male,University,Married,HIGH
120633,118741,104754,79227,77751,69889,25,Male,University,Single,HIGH
4673,6433,6181,6778,6524,8408,23,Male,University,Single,HIGH
286710,280752,284624,237176,211342,208432,42,Male,University,Married,HIGH
-12,-12,-12,-12,-12,-12,35,Male,Graduate School,Single,HIGH
15894,15354,14786,16457,15423,14837,38,Female,High School,Married,HIGH
10379,11200,14568,14008,14827,19297,38,Female,Graduate School,Married,LOW
214261,210315,206563,202896,173111,170326,37,Female,University,Single,HIGH
8893,8601,10862,11485,11006,12270,26,Female,High School,Married,LOW
-5,-5,-5,8164,0,1133,27,Female,Graduate School,Single,HIGH
3352,3352,3352,3352,3352,3352,27,Female,Graduate School,Single,LOW
18652,18506,18849,19917,19087,19588,52,Female,University,Single,HIGH
9211,8119,7604,7637,6056,2852,30,Male,High School,Married,LOW
280,0,0,0,0,14202,38,Male,Graduate School,Single,HIGH
17611,24122,26242,21026,18121,7842,36,Male,Graduate School,Single,HIGH
78128,81976,83338,90031,93692,96100,28,Male,University,Single,HIGH
170,1512,-15,1067,2176,3378,34,Male,University,Married,LOW
1041,654,0,780,70,430,36,Female,University,Single,HIGH
0,0,0,0,0,0,31,Male,High School,Married,HIGH
552,276,381,404,943,1909,32,Female,Graduate School,Single,HIGH
2070,7620,0,0,0,0,55,Female,Graduate School,Married,HIGH
22854,31329,23927,0,83,20083,22,Female,High School,Married,HIGH
17094,17779,19275,18829,15913,7561,33,Male,Graduate School,Single,HIGH
6319,8190,6686,7686,4526,65839,23,Female,High School,Single,HIGH
4400,0,270219,3641,3717,3791,27,Female,University,Single,HIGH
34500,10706,3835,12559,6764,7700,32,Female,Graduate School,Single,HIGH
2346,15271,16360,41936,538,2716,38,Female,Graduate School,Married,HIGH
41057,11150,6298,138307,149548,148632,29,Male,Graduate School,Single,HIGH
10960,12030,13125,14104,13735,14307,39,Female,University,Married,HIGH
48726,49050,49584,19791,18518,19078,51,Male,University,Single,LOW
2132,1520,3543,3351,-4,3267,35,Female,University,Married,HIGH
218318,135085,122762,76564,139508,142253,28,Male,University,Single,HIGH
3035,5802,5561,8455,9730,8999,23,Male,Graduate School,Single,HIGH
8201,7882,-2,-2,-2,-2,43,Male,Graduate School,Single,LOW
22923,23264,23879,23960,24067,24253,47,Male,University,Married,HIGH
0,0,0,1000,0,1013,31,Female,University,Married,HIGH
13059,11526,18301,15858,2744,2144,35,Male,University,Single,HIGH
0,0,0,0,0,0,25,Male,Graduate School,Single,HIGH
73462,82677,76248,79684,58231,7100,43,Male,Graduate School,Single,HIGH
383973,380082,389694,342198,344808,347188,34,Female,University,Married,HIGH
-896,2500,653,653,653,0,27,Female,Graduate School,Married,HIGH
36406,31472,10246,20202,20077,20247,27,Female,University,Single,LOW
200,100,370,1766,1496,8356,28,Male,University,Single,HIGH
44663,48045,47306,49296,47220,49584,25,Male,Graduate School,Single,HIGH
780,12667,6713,6452,6188,4048,41,Male,University,Others,HIGH
47585,47582,21391,21867,19774,20486,49,Male,University,Married,LOW
390,17450,13366,17446,17056,16666,56,Female,High School,Single,HIGH
8011,5832,7906,5111,2069,0,34,Female,Graduate School,Married,HIGH
14345,16927,16366,17380,17876,18097,24,Female,Graduate School,Married,LOW
4420,16829,4745,2430,7792,33196,41,Female,Graduate School,Married,HIGH
4081,7608,154353,9617,11360,3842,37,Male,Graduate School,Married,HIGH
390,390,390,390,780,390,31,Female,University,Married,HIGH
428927,436425,300134,315067,321825,328781,39,Male,University,Married,HIGH
2019,-1,-1,-1,-1,-1,39,Female,Graduate School,Single,LOW
0,100000,0,7632,0,6071,29,Male,Graduate School,Single,HIGH
20218,19607,21778,22124,22622,23002,28,Female,University,Single,HIGH
276339,264141,270573,275560,243792,251098,32,Female,University,Married,HIGH
111587,112348,114734,117823,120854,123904,25,Female,University,Single,HIGH
45557,46732,46589,30949,29857,30322,36,Female,High School,Married,HIGH
138859,141393,135784,136258,137747,138593,43,Male,Graduate School,Single,LOW
225709,228893,232706,187325,129889,123680,34,Male,University,Married,HIGH
8821,5943,6569,24604,4878,1477,30,Male,University,Single,HIGH
37642,39947,43773,31830,7848,390,35,Male,Graduate School,Single,HIGH
36152,37246,38340,39018,40122,41069,36,Male,Graduate School,Married,LOW
54357,19435,11718,5265,3950,270,24,Female,University,Single,HIGH
55444,57549,60971,61374,63243,64554,45,Female,University,Married,HIGH
6933,9301,9000,0,10500,10674,24,Male,University,Single,HIGH
50770,50709,49814,51199,20306,20306,57,Male,Graduate School,Single,HIGH
21003,20260,9686,0,6884,0,21,Female,University,Single,LOW
18231,34558,17363,17569,0,0,30,Male,University,Single,LOW
81228,76590,73327,69760,50642,48690,24,Female,University,Single,LOW
12190,13091,12591,17366,22064,21432,39,Male,High School,Married,LOW
47731,45925,47041,49180,47500,48479,61,Female,High School,Single,LOW
134836,128038,126862,97925,100484,54125,26,Male,University,Single,LOW
3257,1816,1816,1806,764,3368,27,Male,Graduate School,Single,HIGH
82326,82827,87070,87961,86445,91520,39,Female,University,Single,HIGH
258070,77910,61440,44590,12270,0,66,Male,Graduate School,Married,HIGH
24081,29818,28966,26902,25426,26799,47,Male,University,Married,LOW
42286,30038,27402,28352,28066,28215,35,Female,University,Single,HIGH
133341,133715,130591,138404,138733,137642,45,Female,University,Married,HIGH
8393,9069,8019,5819,5626,5621,29,Male,University,Single,HIGH
1080,-18,4190,2539,2590,5440,54,Female,Graduate School,Married,HIGH
4860,8389,22049,8110,3164,10148,40,Female,University,Married,HIGH
0,0,0,0,0,0,25,Female,Graduate School,Single,LOW
48065,49189,50746,51158,49226,51211,29,Female,University,Married,HIGH
40250,23022,12272,34345,36777,30,30,Male,Others,Single,HIGH
17868,18028,38126,18690,19082,19505,28,Male,University,Single,HIGH
0,2500,2500,0,0,0,36,Female,Graduate School,Married,HIGH
1467,439,2257,43720,43968,45182,29,Female,Graduate School,Single,HIGH
3933,2162,856,-1267,-363,-2389,47,Male,High School,Married,HIGH
76095,78197,64065,54764,55868,57288,41,Female,High School,Married,HIGH
97821,97934,44716,42073,42867,33876,37,Female,Graduate School,Married,HIGH
10898,8754,0,16475,16821,17220,43,Male,High School,Married,HIGH
846,810,1198,6081,4203,3044,32,Female,Graduate School,Married,HIGH
5265,5002,0,0,1378,978,29,Male,University,Single,LOW
64606,44466,40165,20733,12525,7482,29,Male,Graduate School,Single,HIGH
-66,-33,-33,-33,-33,-33,31,Female,Graduate School,Single,HIGH
44749,46229,46798,47647,40500,41921,40,Female,Others,Married,HIGH
108033,105021,107659,109104,109352,101534,44,Male,University,Single,HIGH
435,435,285,-150,-585,1020,55,Male,High School,Married,HIGH
6673,5054,2340,1990,1377,1080,22,Male,High School,Single,LOW
49083,27822,28702,29119,29240,28664,46,Male,High School,Married,HIGH
-64,-64,140184,141992,143277,146438,55,Male,University,Married,HIGH
34302,35089,43449,42451,49718,48767,34,Female,Graduate School,Single,HIGH
85040,77213,68131,62704,60133,59335,32,Male,Graduate School,Single,HIGH
50224,47178,48400,29781,30082,26609,50,Female,University,Married,HIGH
4820,1837,390,390,780,780,43,Male,University,Married,HIGH
170485,229805,167524,185414,121092,117320,31,Male,High School,Married,HIGH
16414,693,693,1144,-4618,-8026,33,Female,Graduate School,Married,LOW
7379,42849,24502,25016,33754,4418,35,Female,University,Married,HIGH
0,0,0,960,960,1185,31,Female,Graduate School,Single,HIGH
-1600,2400,2184,2184,2184,0,44,Male,High School,Married,HIGH
34814,35806,36823,36285,36683,37150,24,Female,University,Single,HIGH
51400,0,0,0,0,0,45,Female,High School,Single,HIGH
8509,9228,9821,9495,9469,10191,32,Female,University,Single,HIGH
18351,17706,18831,18334,17280,15582,34,Male,University,Single,LOW
4989,-818,1114,657,1332,780,40,Female,University,Married,HIGH
51212,50165,19814,20210,20125,19010,26,Male,University,Single,HIGH
5291,5045,3336,1863,390,930,46,Female,University,Married,LOW
15955,15410,17149,18362,18919,19161,23,Female,High School,Married,LOW
11201,1383,976,1126,563,413,41,Male,University,Married,HIGH
88185,91748,94242,88828,97643,79371,40,Male,High School,Married,HIGH
7340,5980,4486,9790,4944,4696,46,Male,University,Married,HIGH
42980,44015,45284,46186,47440,48453,34,Female,Graduate School,Married,HIGH
54921,55055,54804,52439,52609,52739,27,Female,University,Married,HIGH
42822,43872,25400,24202,25904,27567,39,Female,University,Married,HIGH
3603,272,5881,0,3331,0,39,Female,University,Married,HIGH
18598,24781,22901,23815,37748,16657,30,Female,University,Single,HIGH
130558,131939,100513,35288,34359,33488,49,Male,University,Married,HIGH
195379,198147,200431,200252,202789,205082,60,Male,Graduate School,Married,HIGH
119193,163856,170201,162212,145184,118467,25,Female,Graduate School,Single,HIGH
34580,15924,18124,28644,18656,15952,28,Female,University,Others,HIGH
78862,71124,59692,58055,44578,45889,24,Female,Graduate School,Single,HIGH
9417,10436,11450,12257,12685,13306,47,Female,High School,Others,HIGH
88132,81826,71488,69145,68680,70047,35,Female,Graduate School,Married,HIGH
316,316,316,316,316,316,40,Female,Graduate School,Married,HIGH
78658,60152,40238,41366,37788,19025,43,Female,University,Married,LOW
18585,18003,19012,19100,19506,20037,24,Male,University,Single,LOW
47066,45132,47756,28275,28082,28846,22,Female,High School,Single,HIGH
46868,42397,38569,33570,19895,30125,50,Male,High School,Single,LOW
36838,26214,16199,3320,111353,103569,38,Male,Graduate School,Married,HIGH
37170,36918,10163,10692,15307,19838,27,Male,High School,Single,HIGH
39936,16666,16998,17504,0,0,32,Female,University,Married,HIGH
1535,835,8927,5371,0,1996,38,Female,High School,Married,HIGH
8936,1649,2999,2840,4114,5923,40,Male,High School,Married,HIGH
134039,143937,143649,118593,95257,93145,31,Male,University,Married,HIGH
149838,0,0,0,0,0,42,Female,University,Married,HIGH
19401,20650,0,0,0,0,46,Male,University,Single,LOW
5207,207,207,207,207,207,38,Female,High School,Married,HIGH
340,-120,420,460,460,610,28,Female,University,Single,HIGH
34405,52512,52263,52261,52140,52615,30,Female,University,Single,HIGH
82212,79682,28242,21400,0,0,32,Male,University,Single,HIGH
142129,130705,99736,80445,81005,79387,41,Female,Graduate School,Married,LOW
11338,10870,12380,11884,12894,12540,26,Male,University,Married,HIGH
7286,2160,780,0,0,0,27,Female,University,Married,HIGH
34364,34212,33886,32929,34549,33458,23,Female,High School,Single,HIGH
94020,78038,63176,52807,34199,32061,33,Male,Graduate School,Single,HIGH
30147,28789,29885,30188,21647,22087,33,Female,University,Married,HIGH
-10,-10,-10,-10,-10,-10,40,Female,University,Married,HIGH
7556,7312,6959,5813,3985,3169,58,Male,High School,Single,HIGH
1927,446,909,1740,2190,518,38,Female,Graduate School,Single,HIGH
81960,81757,83046,84034,77659,77180,25,Female,University,Married,HIGH
39103,40142,41462,42130,43011,43863,28,Male,University,Single,HIGH
279610,282024,282508,284660,255892,238266,53,Male,Graduate School,Married,LOW
0,0,1300,300,0,598,35,Male,University,Married,HIGH
47772,46935,33937,19277,14563,17293,46,Male,University,Single,LOW
104651,105162,104207,100326,102740,103444,34,Male,Graduate School,Married,LOW
390,780,0,0,0,0,24,Male,University,Single,HIGH
7719,7455,7187,8367,7945,7669,24,Male,University,Single,HIGH
1480,9202,26390,13007,7387,20018,48,Male,Graduate School,Married,HIGH
27447,28623,28700,29300,0,0,22,Female,University,Single,LOW
5150,10190,10190,10190,10594,11193,32,Female,University,Married,HIGH
59063,53377,37418,37543,35447,35641,48,Female,High School,Married,HIGH
79534,81391,77033,47413,48650,49841,27,Female,University,Single,HIGH
10522,10148,8587,8366,8528,7030,34,Male,University,Single,LOW
2711,780,390,390,390,540,28,Male,Graduate School,Single,HIGH
90680,93267,95189,96332,97560,95885,23,Female,University,Single,HIGH
381,3376,2958,4154,5885,3129,34,Female,University,Single,LOW
189307,194602,199963,205137,84877,83899,32,Female,University,Married,HIGH
35084,35796,30937,19420,10385,1308,24,Female,Graduate School,Single,HIGH
40311,43847,50763,69026,32030,33679,30,Female,Graduate School,Single,HIGH
9889,24911,71852,18155,32201,39668,38,Female,University,Married,HIGH
101762,102832,100328,97883,96238,96160,52,Male,Graduate School,Married,LOW
26185,29944,29399,28632,30363,29594,23,Female,Graduate School,Single,HIGH
20328,12664,1901,2355,4206,5889,36,Male,University,Married,HIGH
10747,11558,9961,10310,10372,9838,29,Female,University,Married,HIGH
2400,2400,2400,2400,2400,2400,23,Female,Graduate School,Single,LOW
46248,50893,48854,50901,50015,48179,45,Female,University,Married,LOW
4064,5987,7719,8588,9291,11127,48,Female,High School,Married,HIGH
203519,182513,161002,139275,120762,102598,24,Female,University,Single,HIGH
900,0,0,740,740,545,34,Female,Graduate School,Single,HIGH
29509,30741,31438,31924,32566,33081,23,Male,University,Single,LOW
0,0,0,0,0,35979,34,Female,Graduate School,Married,HIGH
28008,29549,30298,30046,29880,27039,24,Female,University,Single,HIGH
9262,11792,11311,11820,13558,20271,28,Male,Graduate School,Single,LOW
47378,50555,45532,47086,19045,19554,23,Male,University,Single,HIGH
279804,279377,283202,283401,285291,287510,29,Female,High School,Single,HIGH
20027,18971,19339,19733,19799,10400,30,Male,University,Single,HIGH
8357,8085,7817,7545,8268,7993,22,Male,High School,Single,LOW
28724,-72,-72,-72,-72,-72,39,Female,Graduate School,Single,HIGH
11951,16332,20391,22104,26361,34333,36,Male,Graduate School,Single,HIGH
69578,67871,68782,73955,79128,82275,29,Male,High School,Married,LOW
10665,637,11869,7312,1868,1470,42,Female,High School,Married,HIGH
71341,62432,56091,58919,60363,40448,37,Male,University,Single,HIGH
3253,15865,1946,546,546,590,45,Female,University,Married,HIGH
227819,222299,227281,195027,199186,203475,40,Female,High School,Single,LOW
61844,60294,63663,67596,66388,71272,28,Female,University,Single,LOW
0,0,0,0,0,0,30,Female,Graduate School,Single,HIGH
109256,15134,5063,1019,14585,5370,34,Male,Graduate School,Married,LOW
73903,74661,75593,78110,81793,86452,51,Female,Graduate School,Single,HIGH
60473,151786,109495,13785,22173,10482,38,Female,High School,Married,HIGH
780,0,390,390,390,12190,34,Female,University,Single,HIGH
0,0,0,0,0,688,35,Female,University,Married,HIGH
7505,5894,3002,1715,2604,-1,29,Male,Graduate School,Others,HIGH
33331,35311,31648,23461,20671,17122,33,Male,Graduate School,Single,HIGH
8479,2021,1050,0,400,976,32,Female,Graduate School,Single,HIGH
3303,125,7351,1279,0,0,25,Female,University,Single,HIGH
43788,44843,45814,46727,46798,46799,32,Male,University,Single,HIGH
16354,17295,16720,18438,18004,19546,34,Female,High School,Others,HIGH
-14,1452,4091,3011,5955,0,40,Female,University,Married,HIGH
117338,116936,115762,101581,100182,99565,40,Female,University,Single,HIGH
26214,26504,20010,0,104160,0,25,Female,High School,Single,HIGH
3027,1116,2179,5468,80,1314,35,Female,Graduate School,Single,HIGH
4549,0,24962,34372,32630,33334,38,Female,University,Married,HIGH
100094,101204,98680,100644,102750,104792,41,Female,High School,Married,LOW
3137,7999,2948,-6097,11037,17834,38,Male,University,Married,HIGH
498,-2,20517,0,11423,0,30,Female,Graduate School,Single,HIGH
43030,44335,45351,46317,55506,56609,29,Female,University,Single,HIGH
4926,2847,3351,1961,4409,2503,37,Male,High School,Married,HIGH
42207,43517,44330,45404,46363,47630,24,Female,Others,Single,HIGH
27729,28138,28285,28463,29303,29766,33,Female,Graduate School,Married,HIGH
2635,27299,21206,20127,19049,19730,46,Male,University,Single,HIGH
15863,14498,15064,13605,11844,10152,25,Male,University,Single,HIGH
48559,47008,15435,10235,9119,8237,34,Male,Graduate School,Single,HIGH
85882,84985,84247,81619,30095,20639,65,Female,High School,Single,HIGH
0,0,441,653,500,600,30,Female,University,Married,HIGH
0,0,0,0,0,0,42,Female,Graduate School,Married,HIGH
40066,38115,38730,37947,40122,34751,34,Female,University,Single,HIGH
171160,187853,171095,137986,141319,139463,39,Male,Graduate School,Single,HIGH
1430,0,715,715,715,865,40,Male,Graduate School,Single,HIGH
0,8016,1200,0,0,0,43,Female,High School,Married,HIGH
11494,9085,5455,26975,8734,10756,32,Male,Graduate School,Single,HIGH
